Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1215,15,14,1,93.3%,75,21,54,→ 0,0
2,ImpactDrake,1122,30,21,9,70.0%,113,66,47,→ 0,0
3,SharkScale,1120,17,13,4,76.5%,70,33,37,→ 0,0
4,ScorpioSpear,1116,24,17,7,70.8%,86,52,34,→ 0,0
5,TyrannoRoar,1073,4,4,0,100.0%,18,5,13,▲ 2,+13
6,GolemRock,1065,28,17,11,60.7%,86,64,22,▼ 1,0
7,TuskMammoth,1065,40,26,14,65.0%,128,104,24,▼ 1,0
8,LeonCrest,1055,23,13,10,56.5%,71,58,13,→ 0,0
9,CobaltDragoon,1050,23,14,9,60.9%,75,57,18,→ 0,0
10,FoxBrush,1048,26,16,10,61.5%,80,71,9,→ 0,0
11,DranBrave,1041,24,14,10,58.3%,75,61,14,→ 0,0
12,RhinoReaper,1039,19,10,9,52.6%,65,58,7,→ 0,0
13,KnightMail,1035,20,11,9,55.0%,61,49,12,→ 0,0
14,WyvernHover,1035,8,5,3,62.5%,24,17,7,→ 0,0
15,DranSword,1025,24,13,11,54.2%,68,70,-2,→ 0,0
16,HellsBrave,1020,2,1,1,50.0%,8,6,2,→ 0,0
17,WeissTiger,1017,17,9,8,52.9%,48,42,6,→ 0,0
18,ViperTail,1016,19,9,10,47.4%,55,54,1,→ 0,0
19,HellsChain,1012,21,10,11,47.6%,60,55,5,→ 0,0
20,SilverWolf,1011,17,8,9,47.1%,50,50,0,→ 0,0
21,SharkEdge,1010,23,12,11,52.2%,63,69,-6,→ 0,0
22,LeonClaw,1006,19,9,10,47.4%,51,59,-8,→ 0,0
23,WizardArc,997,14,6,8,42.9%,44,47,-3,→ 0,0
24,HellsReaper,994,19,9,10,47.4%,54,50,4,→ 0,0
25,PerseusDark,994,20,10,10,50.0%,57,54,3,→ 0,0
26,ClockMirage,990,4,2,2,50.0%,8,13,-5,→ 0,0
27,CerberusFlame,990,25,11,14,44.0%,62,72,-10,→ 0,0
28,UnicornSting,980,19,9,10,47.4%,48,53,-5,▲ 1,0
29,CobaltDrake,976,12,4,8,33.3%,33,41,-8,▼ 1,-6
30,EmperorMight,967,4,1,3,25.0%,6,14,-8,→ 0,0
31,CrimsonGaruda,963,21,8,13,38.1%,52,67,-15,→ 0,0
32,DranDagger,961,24,10,14,41.7%,64,80,-16,→ 0,0
33,WhaleWave,957,22,9,13,40.9%,53,75,-22,→ 0,0
34,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
35,DranBuster,950,11,3,8,27.3%,24,38,-14,→ 0,0
36,WolfHunt,949,4,1,3,25.0%,6,13,-7,→ 0,0
37,SolEclipse,949,17,6,11,35.3%,41,58,-17,→ 0,0
38,WhaleFlame,948,5,1,4,20.0%,8,19,-11,→ 0,0
39,WizardRod,945,19,7,12,36.8%,48,64,-16,→ 0,0
40,PhoenixWing,939,27,11,16,40.7%,62,90,-28,→ 0,0
41,PegasusBlast,925,8,2,6,25.0%,15,30,-15,→ 0,0
42,BlackShell,922,9,2,7,22.2%,11,32,-21,→ 0,0
43,SamuraiSaber,917,13,3,10,23.1%,24,43,-19,→ 0,0
44,TyrannoBeat,916,13,3,10,23.1%,22,46,-24,→ 0,0
45,HellsHammer,897,5,0,5,0.0%,6,23,-17,→ 0,0
46,WizardArrow,866,7,0,7,0.0%,7,28,-21,→ 0,0
