Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1166,36,27,9,75.0%,144,76,68,→ 0,0
2,ValkyrieVolt,1128,16,12,4,75.0%,60,30,30,→ 0,0
3,SharkScale,1118,21,15,6,71.4%,84,48,36,→ 0,0
4,HellsBrave,1109,8,7,1,87.5%,34,8,26,▲ 2,+21
5,TuskMammoth,1104,45,30,15,66.7%,158,119,39,▼ 1,0
6,FoxBrush,1097,29,20,9,69.0%,99,74,25,▼ 1,0
7,DranBrave,1082,27,17,10,63.0%,88,63,25,→ 0,0
8,GolemRock,1069,31,18,13,58.1%,96,75,21,→ 0,0
9,LeonCrest,1060,27,15,12,55.6%,82,76,6,→ 0,0
10,DranSword,1049,26,15,11,57.7%,78,72,6,→ 0,0
11,CobaltDragoon,1044,25,14,11,56.0%,80,64,16,→ 0,0
12,ViperTail,1043,23,12,11,52.2%,71,63,8,→ 0,0
13,SilverWolf,1031,21,11,10,52.4%,65,57,8,→ 0,0
14,WeissTiger,1029,24,13,11,54.2%,70,61,9,→ 0,0
15,HellsChain,1028,23,12,11,52.2%,71,58,13,→ 0,0
16,RhinoReaper,1024,23,12,11,52.2%,79,72,7,→ 0,0
17,CerberusFlame,1023,30,15,15,50.0%,80,83,-3,→ 0,0
18,WolfHunt,1022,8,5,3,62.5%,23,17,6,→ 0,0
19,TyrannoRoar,1021,7,5,2,71.4%,24,14,10,→ 0,0
20,ScorpioSpear,1015,27,13,14,48.1%,76,79,-3,→ 0,0
21,PerseusDark,1013,23,12,11,52.2%,65,63,2,→ 0,0
22,KnightMail,1012,27,13,14,48.1%,75,73,2,→ 0,0
23,LeonClaw,1009,21,11,10,52.4%,62,61,1,→ 0,0
24,HellsReaper,1005,23,11,12,47.8%,66,62,4,→ 0,0
25,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,GhostCircle,1000,0,0,0,0.0%,0,0,0,→ 0,0
30,BulletGriffon,1000,0,0,0,0.0%,0,0,0,→ 0,0
31,DranStrike,1000,0,0,0,0.0%,0,0,0,→ 0,0
32,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,→ 0,0
33,MummyCurse,1000,0,0,0,0.0%,0,0,0,→ 0,0
34,ShelterDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
35,TriceraPress,1000,0,0,0,0.0%,0,0,0,→ 0,0
36,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,→ 0,0
37,WizardArc,985,13,6,7,46.2%,37,41,-4,→ 0,0
38,PhoenixRudder,983,15,7,8,46.7%,36,45,-9,→ 0,0
39,CrimsonGaruda,980,25,11,14,44.0%,67,76,-9,→ 0,0
40,SharkEdge,978,26,12,14,46.2%,68,81,-13,▲ 1,0
41,WyvernHover,974,12,5,7,41.7%,26,35,-9,▲ 1,0
42,UnicornSting,967,23,10,13,43.5%,60,69,-9,▲ 1,0
43,SolEclipse,967,20,8,12,40.0%,56,66,-10,▲ 1,0
44,CobaltDrake,966,12,4,8,33.3%,32,43,-11,▼ 4,-12
45,ClockMirage,963,7,3,4,42.9%,15,23,-8,→ 0,0
46,EmperorMight,952,8,2,6,25.0%,14,24,-10,→ 0,0
47,PhoenixWing,943,25,10,15,40.0%,58,88,-30,→ 0,0
48,DranDagger,942,23,9,14,39.1%,58,79,-21,→ 0,0
49,WhaleWave,941,24,9,15,37.5%,54,79,-25,→ 0,0
50,PegasusBlast,932,10,3,7,30.0%,22,35,-13,→ 0,0
51,HellsHammer,930,11,3,8,27.3%,23,42,-19,→ 0,0
52,WhaleFlame,930,8,2,6,25.0%,13,29,-16,→ 0,0
53,DranBuster,925,12,3,9,25.0%,24,41,-17,→ 0,0
54,BlackShell,911,12,3,9,25.0%,17,42,-25,→ 0,0
55,WizardRod,911,24,8,16,33.3%,53,82,-29,→ 0,0
56,WizardArrow,890,9,1,8,11.1%,15,33,-18,→ 0,0
57,TyrannoBeat,879,12,2,10,16.7%,18,45,-27,→ 0,0
58,SamuraiSaber,832,10,0,10,0.0%,11,41,-30,→ 0,0
