Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1142,42,29,13,69.0%,160,94,66,→ 0,-7
2,TuskMammoth,1129,51,35,16,68.6%,180,129,51,→ 0,0
3,SharkScale,1108,26,17,9,65.4%,97,62,35,→ 0,0
4,ValkyrieVolt,1107,21,14,7,66.7%,70,46,24,→ 0,0
5,HellsBrave,1103,14,11,3,78.6%,53,21,32,→ 0,0
6,FoxBrush,1095,34,23,11,67.6%,112,88,24,→ 0,0
7,DranSword,1094,32,21,11,65.6%,105,85,20,→ 0,+11
8,LeonCrest,1066,33,18,15,54.5%,102,94,8,→ 0,0
9,DranBrave,1062,32,19,13,59.4%,99,79,20,→ 0,0
10,CobaltDragoon,1060,31,18,13,58.1%,102,78,24,→ 0,0
11,ScorpioSpear,1054,32,17,15,53.1%,96,89,7,→ 0,0
12,ViperTail,1046,28,15,13,53.6%,85,74,11,→ 0,0
13,WeissTiger,1037,30,17,13,56.7%,95,83,12,→ 0,0
14,SilverWolf,1033,26,14,12,53.8%,79,69,10,→ 0,0
15,HellsChain,1026,28,15,13,53.6%,84,72,12,→ 0,0
16,GolemRock,1026,36,18,18,50.0%,101,96,5,→ 0,0
17,TyrannoRoar,1021,7,5,2,71.4%,24,14,10,→ 0,0
18,CerberusFlame,1017,35,17,18,48.6%,93,97,-4,→ 0,0
19,KnightMail,1012,32,15,17,46.9%,92,91,1,→ 0,0
20,HellsReaper,1011,29,14,15,48.3%,92,82,10,→ 0,0
21,RhinoReaper,1010,28,14,14,50.0%,91,90,1,→ 0,0
22,WolfHunt,1002,13,7,6,53.8%,33,33,0,→ 0,0
23,LeonClaw,1001,26,13,13,50.0%,78,78,0,→ 0,0
24,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,GhostCircle,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,BulletGriffon,1000,0,0,0,0.0%,0,0,0,→ 0,0
30,DranStrike,1000,0,0,0,0.0%,0,0,0,→ 0,0
31,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,→ 0,0
32,MummyCurse,1000,0,0,0,0.0%,0,0,0,→ 0,0
33,ShelterDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
34,TriceraPress,1000,0,0,0,0.0%,0,0,0,→ 0,0
35,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,→ 0,0
36,PerseusDark,993,29,14,15,48.3%,81,87,-6,→ 0,0
37,PhoenixRudder,989,20,10,10,50.0%,51,58,-7,→ 0,0
38,PhoenixWing,981,30,14,16,46.7%,77,97,-20,→ 0,0
39,CrimsonGaruda,980,25,11,14,44.0%,67,76,-9,→ 0,0
40,SharkEdge,974,31,14,17,45.2%,81,97,-16,→ 0,0
41,WizardArc,969,18,8,10,44.4%,46,55,-9,→ 0,0
42,UnicornSting,967,23,10,13,43.5%,60,69,-9,→ 0,0
43,ClockMirage,963,7,3,4,42.9%,15,23,-8,→ 0,0
44,CobaltDrake,962,17,6,11,35.3%,46,59,-13,→ 0,0
45,HellsHammer,960,17,7,10,41.2%,46,59,-13,→ 0,0
46,DranDagger,955,28,11,17,39.3%,72,92,-20,→ 0,0
47,EmperorMight,952,8,2,6,25.0%,14,24,-10,→ 0,0
48,SolEclipse,947,25,9,16,36.0%,67,86,-19,→ 0,0
49,WhaleWave,941,24,9,15,37.5%,54,79,-25,→ 0,0
50,PegasusBlast,932,10,3,7,30.0%,22,35,-13,→ 0,0
51,WhaleFlame,930,8,2,6,25.0%,13,29,-16,→ 0,0
52,DranBuster,925,12,3,9,25.0%,24,41,-17,→ 0,0
53,WyvernHover,924,17,5,12,29.4%,38,58,-20,→ 0,0
54,BlackShell,911,12,3,9,25.0%,17,42,-25,→ 0,0
55,WizardRod,911,24,8,16,33.3%,53,82,-29,→ 0,0
56,WizardArrow,890,9,1,8,11.1%,15,33,-18,→ 0,0
57,TyrannoBeat,879,12,2,10,16.7%,18,45,-27,→ 0,0
58,SamuraiSaber,832,10,0,10,0.0%,11,41,-30,→ 0,0
